dpmk1-0,Guy11-0,dpmk1-1,Guy11-1,dpmk1-1.5,Guy11-1.5,dpmk1-2,Guy11-2,dpmk1-4,Guy11-4,dpmk1-6,Guy11-6,id
0.12195276044456965,0,0.6552510686191112,0.8865659242174438,0.7232682847796751,0.940801353972372,1,0.940982588897312,0.7185906702303176,0.9264146367170252,0.23911145105162462,0.619326108151599,MGG_01819T0 [15-38]-1xPhospho [S4(87.2)]
0.1211127586755305,0,0.6530220586291297,0.8834926642751949,0.7219107754664505,0.9398769082605696,1,0.9364537573421723,0.7179963354548852,0.92307855136108,0.23746446871888624,0.6172806370353049,MGG_01819T0 [15-38]-1xPhospho [S/T]
0.12139274088380432,0,0.6545316812322802,0.8845505507476894,0.7214371484236615,0.9396268985122153,1,0.9375031570160348,0.7172830982083926,0.9242049436475217,0.2380134267895764,0.6179620725930574,MGG_01819T0 [15-38]-1xPhospho [S3(86.6)]
0.20228814485813854,0,0.7658287377809821,0.762405325902045,0.6586752350609283,0.6470718166948495,1,0.6128537649576313,0.4726703508468717,0.5297330029656929,0.18198720960375406,0.5584807869985715,MGG_00124T0 [447-459]-1xPhospho [S]
0.20228814485813854,0,0.7668667624310549,0.7654404131522263,0.6595230437142975,0.6474001372509182,1,0.6150323742138273,0.4726703508468717,0.5307013241677202,0.18198720960375406,0.5592156215405845,MGG_00124T0 [447-459]-1xPhospho [S10(99.9)]
0.20228814485813854,0,0.7668667624310549,0.7654404131522263,0.6595230437142975,0.6474001372509182,1,0.6144380582657173,0.4726703508468717,0.5302303721416192,0.18198720960375406,0.5584807869985715,MGG_00124T0 [447-459]-1xPhospho [S7(88.8)]
0.07696358425971699,0,0.8768075453764167,0.9068232241187548,0.9422776934760455,0.8417236272405256,1,0.7587866321901223,0.7011185770738801,0.8874820609087508,0.26084737070859826,0.865137571999134,MGG_01819T0 [13-38]-1xPhospho [S6(82.8)]
0.07696358425971699,0,0.8768075453764167,0.9068232241187548,0.9422776934760455,0.8417236272405256,1,0.7587866321901223,0.7011185770738801,0.8874820609087508,0.26084737070859826,0.865137571999134,MGG_01819T0 [13-38]-1xPhospho [S/T]
0.07696358425971699,0,0.8768075453764167,0.9068232241187548,0.9422776934760455,0.8417236272405256,1,0.7587866321901223,0.7011185770738801,0.8874820609087508,0.26084737070859826,0.865137571999134,MGG_01819T0 [13-38]-1xPhospho [S5(87.5)]
0.1980121551520815,0,0.6163652217740928,0.8073121631864643,0.48690163398961195,0.7546131416548756,0.842908806810733,1,0.6653854248666643,0.9163106284685201,0.4724144123235072,0.891817717934514,MGG_01108T0 [510-533]-1xPhospho [T8(84.4)]
