dpmk1-0,Guy11-0,dpmk1-1,Guy11-1,dpmk1-1.5,Guy11-1.5,dpmk1-2,Guy11-2,dpmk1-4,Guy11-4,dpmk1-6,Guy11-6,id
0.07897883768902446,0,0.3489049684570295,0.5777919949541437,0.5092287007325158,0.6945633440507917,0.5964650334002081,0.8167918993446368,0.5131546323365113,0.6523984324380151,0.23502327112736696,1,MGG_01819T0 [42-52]-1xPhospho [T3(100)]
0.07919548544317345,0,0.34986205367174583,0.5759208149526003,0.510625571813302,0.6901467495602183,0.5948861254710522,0.8160056793040603,0.5119177058819742,0.6541880340494562,0.23566796615393826,1,MGG_01819T0 [42-52]-1xPhospho [T]
0.2111754218234243,0,0.04351055051261785,0.06302082729664345,0.5626596000861204,0.5089694086186466,0,1,0.011109506528909966,0.014849947690261751,0,0.025956181417558327,MGG_10565T0 [70-92]-1xOxidation [M19];1xPhospho [S13(100)]
0.21134418737649546,0,0.04354532294048037,0.06307119179778606,0.5631092620675168,0.5093761628848397,0,1,0.01111838493908436,0.014861815357499655,0,0.025976924879438146,MGG_10565T0 [70-92]-1xOxidation [M20];1xPhospho [S13(100)]
0.8454911581419409,0,0.31274310027031743,0.5403478498388373,0.24155040647053633,0.6067301448163223,0.5633783083478725,1,0.5035124724926918,0.027325066774199328,0.20487064555453474,0.06812479298951815,MGG_11634T0 [323-335]-2xPhospho [S5(99.2); S]
0.8454911581419409,0,0.31274310027031743,0.5403478498388373,0.24155040647053633,0.6067301448163223,0.5633783083478725,1,0.5035124724926918,0.027325066774199328,0.20487064555453474,0.06812479298951815,MGG_11634T0 [323-335]-2xPhospho [S5(100); S8(99.4)]
0.8279447010480713,0,0.31846975374184266,0.5413428188416366,0.22070861076305562,0.5879078686057045,0.5239458516441676,1,0.5065663089097824,0.03187544045926119,0.18404484377287986,0.058989707522579184,MGG_11634T0 [323-335]-2xPhospho [S8(97.5); S11(97.5)]
0.27876098404447114,0,0.352317222361244,0.7922692286761863,0.7161897739578207,1,0.5545020037979667,0.3424786002501144,0.3826758388949624,0.7863454967793828,0.22205138187981302,0.39861648314633,MGG_06729T0 [28-63]-1xOxidation [M34];1xPhospho [S17(76.8)]
0.27876098404447114,0,0.352317222361244,0.7922692286761863,0.7161897739578207,1,0.5545020037979667,0.3424786002501144,0.3826758388949624,0.7863454967793828,0.22205138187981302,0.39861648314633,MGG_06729T0 [28-63]-1xOxidation [M34];1xPhospho [S18(83.5)]
0.9550973235415656,0,0,0.8352889970446591,0.3531784318422191,1,0,0.94757901980495,0,0.3745164690636289,0,0.38208498952429015,MGG_02473T0 [92-120]-2xPhospho [S/T]
0.9550973235415656,0,0,0.8352889970446591,0.3531784318422191,1,0,0.7135128226777094,0,0.3745164690636289,0,0.38208498952429015,MGG_02473T0 [92-120]-2xPhospho [S1(83.6); T2(83.6)]
0.07351367034814754,0,0.4114989344942083,0.5672193974890263,0.5174134802286959,1,0.5145746268127038,0.5221835711059166,0.3201691289551399,0.34283208594828224,0.277146597103217,0.12745529010229822,MGG_04835T0 [170-180]-1xPhospho [S3(100)]
0.32570763264479147,0,0.525940700479136,1,0,0.8394659516353382,0.4046838628386652,0.7084615559560655,0.560610668482894,0.5116781158660697,0,0.8644410235389247,MGG_04708T0 [383-429]-1xOxidation [M45];1xPhospho [S38(90.8)]
0.32570763264479147,0,0.525940700479136,1,0,0.8394659516353382,0.5138988157160163,0.7084615559560655,0.560610668482894,0.5116781158660697,0,0.864497633362683,MGG_04708T0 [383-429]-1xOxidation [M45];1xPhospho [S42(100)]
0.32570763264479147,0,0.525940700479136,1,0,0.8394659516353382,0.4046838628386652,0.7084615559560655,0.560610668482894,0.5116781158660697,0,0.864497633362683,MGG_04708T0 [383-429]-1xOxidation [M45];1xPhospho [S]
0,0.01327913266703001,0.4840571043438472,0.478927710794024,0.3868865705467245,0.7624754070566837,0.43180325775825573,1,0.43203677054655065,0.26853678808400194,0.111071647775825,0.8780050302928154,MGG_03441T0 [137-144]-1xPhospho [S3(100)]
0,0.01327913266703001,0.4840571043438472,0.478927710794024,0.3868865705467245,0.7624754070566837,0.43180325775825573,1,0.43203677054655065,0.26853678808400194,0.111071647775825,0.8780050302928154,MGG_03441T0 [137-144]-1xPhospho [S/T]
0,0.01327913266703001,0.4840571043438472,0.478927710794024,0.3868865705467245,0.7624754070566837,0.43180325775825573,1,0.43203677054655065,0.26853678808400194,0.111071647775825,0.8780050302928154,MGG_03441T0 [137-144]-1xPhospho [T5(88.7)]
